image_name,fold
ISIC_0333215,3
ISIC_0333246,0
ISIC_0333589,4
ISIC_0333641,2
ISIC_0333736,1
ISIC_0333899,4
ISIC_0334024,4
ISIC_0334101,1
ISIC_0334153,4
ISIC_0334227,3
ISIC_0335172,3
ISIC_0335396,3
ISIC_0337401,3
ISIC_0337541,1
ISIC_0337631,2
ISIC_0337921,2
ISIC_0337940,1
ISIC_0338377,3
ISIC_0338712,0
ISIC_0338723,2
ISIC_0338752,4
ISIC_0339099,1
ISIC_0339773,0
ISIC_0339922,4
ISIC_0339930,4
ISIC_0339959,1
ISIC_0340091,2
ISIC_0340256,3
ISIC_0340453,1
ISIC_0340931,3
ISIC_0340995,3
ISIC_0341159,2
ISIC_0341262,3
ISIC_0341298,3
ISIC_0341350,3
ISIC_0341663,1
ISIC_0341785,4
ISIC_0342557,0
ISIC_0342587,4
ISIC_0342608,2
ISIC_0342869,0
ISIC_0343061,4
ISIC_0343860,1
ISIC_0343957,1
ISIC_0344052,0
ISIC_0344658,4
ISIC_0345499,3
ISIC_0345845,1
ISIC_0347263,2
ISIC_0347795,3
ISIC_0347824,2
ISIC_0347984,4
ISIC_0348150,4
ISIC_0348503,1
ISIC_0348633,4
ISIC_0349484,3
ISIC_0349996,1
ISIC_0350117,0
ISIC_0350269,3
ISIC_0350472,1
ISIC_0350663,2
ISIC_0350875,3
ISIC_0351084,3
ISIC_0351188,0
ISIC_0351240,2
ISIC_0351547,0
ISIC_0351666,1
ISIC_0352239,1
ISIC_0353165,0
ISIC_0353280,1
ISIC_0353655,4
ISIC_0354123,3
ISIC_0354535,0
ISIC_0354589,3
ISIC_0354635,3
ISIC_0355023,4
ISIC_0355177,4
ISIC_0355197,4
ISIC_0355222,3
ISIC_0355705,1
ISIC_0355920,2
ISIC_0356238,1
ISIC_0356611,4
ISIC_0356904,1
ISIC_0356995,0
ISIC_0357043,2
ISIC_0357231,3
ISIC_0357525,0
ISIC_0358071,2
ISIC_0358285,1
ISIC_0358326,0
ISIC_0358490,1
ISIC_0359307,0
ISIC_0359698,4
ISIC_0360068,0
ISIC_0360367,1
ISIC_0360822,2
ISIC_0360832,4
ISIC_0360988,2
ISIC_0361034,2
ISIC_0361149,3
ISIC_0361341,0
ISIC_0361529,4
ISIC_0361741,0
ISIC_0361901,2
ISIC_0361914,2
ISIC_0362039,4
ISIC_0362190,1
ISIC_0362853,4
ISIC_0363130,2
ISIC_0363161,3
ISIC_0363251,2
ISIC_0363576,2
ISIC_0363695,4
ISIC_0364478,4
ISIC_0364641,3
ISIC_0365032,2
ISIC_0365216,0
ISIC_0365410,0
ISIC_0365540,1
ISIC_0366021,0
ISIC_0366085,2
ISIC_0367225,1
ISIC_0367913,4
ISIC_0368894,1
ISIC_0369348,4
ISIC_0369831,4
ISIC_0370008,2
ISIC_0370132,4
ISIC_0370932,0
ISIC_0371038,1
ISIC_0371763,3
ISIC_0371772,0
ISIC_0372299,4
ISIC_0372318,0
ISIC_0372350,4
ISIC_0372376,4
ISIC_0372456,3
ISIC_0372902,0
ISIC_0373585,1
ISIC_0374029,0
ISIC_0374231,2
ISIC_0374710,4
ISIC_0374954,2
ISIC_0375068,0
ISIC_0375073,4
ISIC_0375775,1
ISIC_0376301,1
ISIC_0377184,1
ISIC_0377213,3
ISIC_0377420,2
ISIC_0377965,2
ISIC_0378118,3
ISIC_0378169,1
ISIC_0378399,4
ISIC_0378714,4
ISIC_0379551,1
ISIC_0379624,4
ISIC_0379863,0
ISIC_0379931,0
ISIC_0379979,3
ISIC_0380545,4
ISIC_0380622,4
ISIC_0380779,3
ISIC_0380954,2
ISIC_0381051,1
ISIC_0381169,4
ISIC_0381255,2
ISIC_0381342,2
ISIC_0381930,0
ISIC_0381980,0
ISIC_0382519,2
ISIC_0383524,3
ISIC_0383804,1
ISIC_0384107,0
ISIC_0384200,3
ISIC_0384214,4
ISIC_0384407,1
ISIC_0384664,1
ISIC_0385579,3
ISIC_0385609,2
ISIC_0385627,1
ISIC_0385633,0
ISIC_0386664,0
ISIC_0387297,4
ISIC_0388873,0
ISIC_0389629,2
ISIC_0389955,2
ISIC_0390920,1
ISIC_0391694,4
ISIC_0391767,0
ISIC_0392105,2
ISIC_0392334,1
ISIC_0392759,0
ISIC_0392942,1
ISIC_0392966,0
ISIC_0393088,1
ISIC_0394030,1
ISIC_0394140,4
ISIC_0394157,1
ISIC_0394664,1
ISIC_0395456,0
ISIC_0395933,3
ISIC_0396184,0
ISIC_0396641,0
ISIC_0396865,4
ISIC_0397464,3
ISIC_0397577,4
ISIC_0397620,4
ISIC_0397658,0
ISIC_0398005,2
ISIC_0398069,4
ISIC_0398140,3
ISIC_0398435,2
ISIC_0399051,4
ISIC_0399220,4
ISIC_0399416,3
ISIC_0400685,4
ISIC_0401078,4
ISIC_0401116,3
ISIC_0401250,4
ISIC_0401401,2
ISIC_0401416,0
ISIC_0401425,4
ISIC_0401522,0
ISIC_0401528,4
ISIC_0402533,3
ISIC_0402674,2
ISIC_0403458,0
ISIC_0403893,0
ISIC_0404479,0
ISIC_0404568,0
ISIC_0404809,4
ISIC_0404840,1
ISIC_0405146,3
ISIC_0405163,2
ISIC_0405211,2
ISIC_0405253,4
ISIC_0405554,3
ISIC_0405652,0
ISIC_0405780,3
ISIC_0407005,1
ISIC_0407040,3
ISIC_0407905,3
ISIC_0408358,1
ISIC_0409172,3
ISIC_0409276,3
ISIC_0410165,2
ISIC_0410311,3
ISIC_0410824,2
ISIC_0410826,3
ISIC_0411005,0
ISIC_0411589,2
ISIC_0411688,0
ISIC_0411829,1
ISIC_0412319,3
ISIC_0412482,3
ISIC_0412659,4
ISIC_0412915,0
ISIC_0412939,1
ISIC_0413084,1
ISIC_0413111,3
ISIC_0413154,0
ISIC_0413173,0
ISIC_0413247,1
ISIC_0413372,4
ISIC_0413472,4
ISIC_0413512,3
ISIC_0413575,1
ISIC_0413715,4
ISIC_0413804,2
ISIC_0413901,0
ISIC_0414259,0
ISIC_0414670,2
ISIC_0414816,4
ISIC_0415496,2
ISIC_0416856,4
ISIC_0417530,3
ISIC_0417994,0
ISIC_0418519,2
ISIC_0418738,1
ISIC_0418746,1
ISIC_0419212,1
ISIC_0419302,4
ISIC_0419875,0
ISIC_0420174,2
ISIC_0420249,0
ISIC_0420331,4
ISIC_0420381,3
ISIC_0420477,0
ISIC_0420624,2
ISIC_0420777,3
ISIC_0421041,0
ISIC_0421558,1
ISIC_0422061,1
ISIC_0422139,4
ISIC_0422225,0
ISIC_0422283,0
ISIC_0422299,4
ISIC_0422301,0
ISIC_0422799,3
ISIC_0423201,0
ISIC_0423312,3
ISIC_0423395,3
ISIC_0423483,1
ISIC_0423722,3
ISIC_0423788,2
ISIC_0424324,2
ISIC_0424646,4
ISIC_0424700,1
ISIC_0424784,1
ISIC_0425276,2
ISIC_0426487,2
ISIC_0426592,4
ISIC_0426657,3
ISIC_0427209,3
ISIC_0427760,1
ISIC_0427813,1
ISIC_0428257,2
ISIC_0428383,1
ISIC_0428482,3
ISIC_0428656,1
ISIC_0429310,4
ISIC_0429932,1
ISIC_0430348,1
ISIC_0430356,1
ISIC_0430646,3
ISIC_0430837,1
ISIC_0430904,0
ISIC_0431008,4
ISIC_0431547,3
ISIC_0432077,4
ISIC_0432164,3
ISIC_0432236,1
ISIC_0432484,3
ISIC_0433142,0
ISIC_0433569,3
ISIC_0433594,1
ISIC_0433647,2
ISIC_0433742,4
ISIC_0434114,2
ISIC_0434354,2
ISIC_0434532,1
ISIC_0434566,1
ISIC_0435434,4
ISIC_0435596,3
ISIC_0436161,1
ISIC_0436964,2
ISIC_0436994,4
ISIC_0437018,4
ISIC_0437284,1
ISIC_0437567,3
ISIC_0437593,2
ISIC_0437828,1
ISIC_0437978,0
ISIC_0438115,1
ISIC_0438136,3
ISIC_0438234,4
ISIC_0438437,0
ISIC_0439040,1
ISIC_0439452,4
ISIC_0439527,0
ISIC_0439726,0
ISIC_0439839,3
ISIC_0439950,3
ISIC_0440291,4
ISIC_0440394,0
ISIC_0440582,1
ISIC_0440584,1
ISIC_0440848,4
ISIC_0441120,0
ISIC_0441148,3
ISIC_0441415,3
ISIC_0441845,0
ISIC_0441886,1
ISIC_0442290,1
ISIC_0442425,3
ISIC_0442749,4
ISIC_0442837,0
ISIC_0443266,4
ISIC_0443835,0
ISIC_0444339,0
ISIC_0444347,1
ISIC_0444603,4
ISIC_0444937,4
ISIC_0445189,2
ISIC_0445267,3
ISIC_0445347,3
ISIC_0445396,4
ISIC_0445911,4
ISIC_0447631,1
ISIC_0448016,1
ISIC_0448050,0
ISIC_0448195,0
ISIC_0448485,1
ISIC_0448964,4
ISIC_0449405,2
ISIC_0449568,2
ISIC_0449824,2
ISIC_0449983,4
ISIC_0450108,3
ISIC_0450142,2
ISIC_0450295,3
ISIC_0450401,2
ISIC_0451095,4
ISIC_0452356,4
ISIC_0452379,2
ISIC_0452388,1
ISIC_0452459,4
ISIC_0452656,2
ISIC_0453714,1
ISIC_0454594,0
ISIC_0455262,0
ISIC_0455456,2
ISIC_0455625,0
ISIC_0455687,4
ISIC_0455743,4
ISIC_0455800,2
ISIC_0456090,0
ISIC_0456901,2
ISIC_0456905,4
ISIC_0457030,0
ISIC_0457235,1
ISIC_0457385,4
ISIC_0457868,0
ISIC_0458106,2
ISIC_0458240,3
ISIC_0458561,4
ISIC_0459035,2
ISIC_0459155,4
ISIC_0460240,4
ISIC_0460608,2
ISIC_0460815,1
ISIC_0460833,0
ISIC_0461085,4
ISIC_0461128,1
ISIC_0461550,1
ISIC_0461634,4
ISIC_0461706,1
ISIC_0462956,2
ISIC_0463308,2
ISIC_0463621,4
ISIC_0463755,2
ISIC_0463832,3
ISIC_0464200,1
ISIC_0464315,4
ISIC_0464730,0
ISIC_0464836,1
ISIC_0465018,0
ISIC_0465385,2
ISIC_0465476,2
ISIC_0465938,4
ISIC_0467100,1
ISIC_0467553,2
ISIC_0467724,3
ISIC_0467850,0
ISIC_0468433,0
ISIC_0468611,2
ISIC_0469314,2
ISIC_0469542,3
ISIC_0469872,2
ISIC_0470210,4
ISIC_0470224,4
ISIC_0470433,2
ISIC_0470629,0
ISIC_0470731,4
ISIC_0471681,1
ISIC_0471825,1
ISIC_0472490,2
ISIC_0472513,3
ISIC_0472534,2
ISIC_0472796,4
ISIC_0473135,3
ISIC_0473257,0
ISIC_0473607,3
ISIC_0474406,2
ISIC_0474481,1
ISIC_0474551,2
ISIC_0474975,3
ISIC_0475341,2
ISIC_0475506,1
ISIC_0475718,1
ISIC_0475746,2
ISIC_0476011,1
ISIC_0476606,4
ISIC_0476670,1
ISIC_0476762,4
ISIC_0477201,0
ISIC_0477898,2
ISIC_0478536,4
ISIC_0478571,2
ISIC_0479013,3
ISIC_0479264,4
ISIC_0479757,0
ISIC_0480590,4
ISIC_0481059,4
ISIC_0481425,1
ISIC_0481453,2
ISIC_0481652,4
ISIC_0481702,0
ISIC_0481910,2
ISIC_0482297,3
ISIC_0482495,0
ISIC_0482585,0
ISIC_0483289,2
ISIC_0483469,2
ISIC_0483649,3
ISIC_0483872,0
ISIC_0484163,4
ISIC_0484171,0
ISIC_0484568,4
